opp_id,account_id,stage,amount,created_at,closed_at,won
OP-0003463,6f1135a5-6b3e-dd3e-1abd-01d1eb1eba8e,Negotiation,5649.41,2024-10-31,,
OP-0003464,bf0a001b-95b5-3f2d-f2ec-0a4377f9a6db,Closed Lost,11171.67,2023-05-12,2025-10-16,false
OP-0003465,5b8c1f98-73f8-2879-4b44-cfa844fe06e4,Prospecting,1256.80,2025-12-12,,
OP-0003466,433fe0e3-fb6b-2ded-d4b6-9c8e7af7e600,Closed Won,29145.96,2024-12-02,2025-07-11,true
OP-0003467,2f16b15a-a1b1-d0d8-0603-a0c711ef95da,Qualification,1517.76,2024-08-10,,
OP-0003468,7af917be-e3b2-387d-e4b2-17248a159cae,Prospecting,9435.59,2024-09-05,,
OP-0003469,c8dc002d-55af-9fc1-bb43-6f404c659897,Closed Won,1012.50,2024-06-26,2026-02-11,true
OP-0003470,7e9c4f1c-2fd8-c8ed-1234-8c83edcc4e60,Closed Lost,16559.81,2025-01-21,2026-01-27,false
OP-0003471,73d54325-4adf-6048-2b8c-ced2c3534105,Closed Lost,1977.71,2024-07-29,2025-02-11,false
OP-0003472,3d51df1b-9f4c-57a8-da0c-6ee11914e60c,Closed Lost,12343.12,2023-06-08,2025-01-28,false
OP-0003473,10eb43dc-8e6a-455c-94d6-44b35d416b86,Proposal,52952.43,2025-12-24,,
OP-0003474,482dbaf7-e8d6-199e-664c-570993ee034c,Qualification,1157.18,2025-06-04,,
OP-0003475,0af932f7-39ce-ecc5-fa76-0706e32855fc,Proposal,4726.90,2024-08-29,,
OP-0003476,dea0067b-52a3-9776-ef73-9ea48cf49825,Closed Lost,709.73,2023-10-09,2024-02-28,false
OP-0003477,800f05e7-e4c2-bd9a-c169-16d421b4e906,Closed Lost,9071.34,2026-03-23,2026-04-01,false
OP-0003478,d54497eb-340d-8efb-a7ee-5ca2bee51f7f,Closed Lost,1129.53,2025-04-10,2025-12-27,false
OP-0003479,585a047c-bfc2-1007-da28-4d336814c6d1,Qualification,3988.76,2024-11-27,,
OP-0003480,2e987dc0-ef88-1d07-f257-a9c961390fd6,Closed Lost,1042.65,2024-06-28,2025-04-23,false
OP-0003481,79c97124-9eae-417e-89d2-e4d1c6c1fae2,Qualification,1969.26,2026-02-27,,
OP-0003482,d27174ac-ce60-40e0-597a-5cea21804ed4,Closed Lost,6045.82,2026-01-24,2026-04-15,false
OP-0003483,d45fcad7-8b0a-1d00-d9e1-1f0e0647b1d3,Closed Won,11062.38,2024-07-22,2024-11-19,true
OP-0003484,4210a4c6-7ad4-0c49-f97b-b88dfb1d31ce,Closed Lost,1209.15,2024-09-14,2025-02-23,false
OP-0003485,a05dada0-9ca3-fb4e-b361-0d7428723694,Closed Won,916.36,2025-11-24,2026-01-01,true
OP-0003486,cbc2b869-df01-67d2-da4d-825c58a1229c,Closed Lost,6753.43,2026-01-11,2026-03-16,false
OP-0003487,e0726acd-48c5-ee9c-30b3-b1cc59d23015,Prospecting,11396.24,2024-05-19,,
OP-0003488,62349ae4-38bb-0af3-bf06-fd00c2fe0be9,Closed Won,10469.59,2024-02-11,2025-04-27,true
OP-0003489,0434c05e-6901-7445-e4fd-6b4cd6d26dce,Closed Lost,8231.56,2024-12-13,2025-05-01,false
OP-0003490,b3fcef6f-3f38-427f-5c3e-533dbe95b2e8,Closed Lost,795.36,2026-03-29,2026-04-18,false
OP-0003491,8614838f-06ab-2ffb-60fa-19aab3430bd4,Closed Lost,4175.16,2024-12-31,2025-09-27,false
OP-0003492,00280562-c680-fe75-9e7f-89aa075aa4ce,Closed Lost,430.14,2025-09-26,2026-03-13,false
OP-0003493,5720d71e-f2d9-2635-7842-72df42ad7a15,Closed Lost,2771.40,2024-11-24,2025-07-24,false
OP-0003494,98c087c3-30b1-1f60-eb7d-4ab1af6a1785,Closed Won,948.46,2026-01-10,2026-04-02,true
OP-0003495,322f3219-59f5-0ae3-10ef-5813b89431ab,Proposal,6864.32,2025-04-06,,
OP-0003496,8061a102-4b93-bede-c894-99f20c8f5bb0,Closed Lost,1229.17,2025-10-04,2026-04-18,false
OP-0003497,680fd72d-f608-84bc-4ce2-36dcf4a21a46,Closed Won,2212.67,2025-01-01,2025-11-02,true
OP-0003498,49a1d21b-5763-e4ad-6229-b25cc384f9de,Closed Lost,357.21,2024-08-29,2024-12-26,false
OP-0003499,f4b5729a-9c3c-ccb9-37ab-189cc34423ef,Closed Won,3781.51,2024-03-19,2025-05-25,true
OP-0003500,3eb194ad-8eeb-ff30-6d02-b6c03940ec48,Closed Won,656.70,2025-06-01,2025-11-27,true
OP-0003501,c69201e5-a0c5-46f5-cf94-9062486c00a3,Closed Won,5054.70,2023-09-21,2024-12-21,true
OP-0003502,0604c302-49ca-c436-33bf-1f09e6de2659,Prospecting,1521.16,2026-01-14,,
OP-0003503,3951e0a0-d82f-2790-1678-905cfa1214e2,Closed Lost,21840.66,2025-08-19,2026-03-22,false
OP-0003504,e507e823-961d-00ae-ede9-8927a49bd656,Closed Lost,1981.72,2023-06-20,2024-05-21,false
OP-0003505,8df856cc-2ac8-2df4-281a-ce24bfb8adea,Closed Lost,1683.70,2025-01-24,2025-04-27,false
OP-0003506,b05df87e-67f1-6f57-1738-973f1d10356b,Closed Lost,9443.65,2025-04-11,2025-06-12,false
OP-0003507,f818e267-0901-e0b2-12f7-58237b3a462d,Closed Lost,16591.83,2025-11-19,2026-05-11,false
OP-0003508,f0f2d469-6575-6340-d659-1227db0a35ee,Closed Lost,1437.14,2023-06-11,2023-11-17,false
OP-0003509,208f946d-08e7-08ff-cb34-e1d578ab0548,Closed Won,7274.44,2024-04-20,2024-11-29,true
OP-0003510,2f51c416-62f1-192e-77c6-624a3896305a,Closed Won,56905.45,2024-01-05,2024-02-28,true
OP-0003511,b187fcfe-3284-e0e6-ec28-510dcf826a76,Prospecting,4983.03,2026-01-22,,
OP-0003512,bc802877-3bb6-d147-ab6a-26ebaa1e479a,Closed Lost,1954.22,2024-09-12,2025-08-05,false
OP-0003513,1d7b345e-1a2c-4a17-e767-7d44e7e8235f,Closed Lost,247.34,2025-06-20,2026-04-19,false
OP-0003514,3581431f-5c86-e87b-231c-e10e4aa61c7f,Prospecting,233.95,2025-03-11,,
OP-0003515,2f8be8b5-1280-413d-89f3-4c80a4b9fe50,Closed Lost,5977.68,2023-08-17,2025-10-22,false
OP-0003516,d6f78495-efaa-53e0-f3c9-408d795ee128,Closed Lost,6103.79,2024-09-23,2025-07-26,false
OP-0003517,b4b83ef8-fa68-73f8-0fde-9aa674840312,Closed Lost,7696.65,2026-01-10,2026-02-05,false
OP-0003518,c293f5bb-7aff-5fbb-3e4a-84906e791221,Proposal,891.37,2025-06-12,,
OP-0003519,2f51c416-62f1-192e-77c6-624a3896305a,Closed Won,106864.43,2025-01-05,2025-05-26,true
OP-0003520,18013947-39f1-edcb-1884-b59e870764a3,Prospecting,6831.84,2024-04-03,,
OP-0003521,f3b89568-25a2-b480-9e7f-8746affe5bce,Closed Lost,1767.80,2025-04-21,2026-02-09,false
OP-0003522,52ce2760-ac11-652b-ec00-52fad65a55e8,Closed Lost,1127.43,2023-08-07,2024-09-07,false
OP-0003523,2677ba89-1d52-1c34-124f-cfaa64d02a0a,Closed Lost,9349.83,2024-11-18,2025-02-12,false
OP-0003524,fdc2d01b-ac79-0979-20e2-eaa18c359545,Closed Lost,3385.40,2025-03-06,2025-10-28,false
OP-0003525,bffb46f6-5172-2483-e1f7-ba69dca646df,Closed Lost,6797.59,2025-05-16,2025-09-30,false
OP-0003526,70875ac8-615f-c14b-181d-fb644692648e,Closed Lost,3655.57,2025-07-20,2025-11-17,false
OP-0003527,556eca30-6832-5e50-d642-991f48490186,Closed Lost,4859.03,2025-09-19,2026-04-29,false
OP-0003528,827231a0-6a68-6ac9-2d4e-0187d9f5d424,Closed Lost,813.26,2024-03-29,2025-01-02,false
OP-0003529,c5952f1f-53d3-8bef-427c-3ab264a3c147,Closed Lost,4965.87,2024-11-25,2025-12-30,false
OP-0003530,0c216f76-350b-cf07-ee04-42c770b2c3fd,Qualification,3964.69,2026-02-20,,
OP-0003531,5f562734-b198-f89d-adb3-45e6b57593a6,Qualification,13082.39,2024-02-07,,
OP-0003532,cad87a0e-bf8d-19e8-ae90-ecfec0011f2c,Qualification,1656.87,2024-07-10,,
OP-0003533,5a48e0ff-5deb-7c6d-eac4-e360cba108f4,Closed Lost,1645.96,2023-12-18,2026-05-05,false
OP-0003534,743218b0-ec89-2c9d-d8d7-17249bd8c2b4,Qualification,14225.42,2023-11-20,,
OP-0003535,251ecd42-136c-7bdc-a392-7c8a9daa2507,Closed Lost,7438.99,2024-03-24,2024-10-05,false
OP-0003536,e7cba325-14d3-cfef-b415-8b7f8df002c8,Qualification,12882.69,2026-04-05,,
OP-0003537,18013947-39f1-edcb-1884-b59e870764a3,Closed Lost,8107.38,2025-11-14,2026-04-11,false
OP-0003538,ff95c138-166e-7a2f-73f1-15d4e0d043dd,Closed Lost,10446.90,2024-02-06,2025-10-29,false
OP-0003539,0dff7212-3fd4-f9cb-6736-56c20edbd3c2,Closed Won,1222.46,2023-12-01,2025-05-19,true
OP-0003540,babb7ee3-392b-3f6d-979d-37f92f06910a,Closed Lost,2607.56,2024-05-05,2025-05-16,false
OP-0003541,aa4d5c69-24c8-108b-4d93-092dbe5d0aa6,Closed Won,6082.51,2024-08-25,2025-07-24,true
OP-0003542,ce5cb6b0-6174-cd45-230b-3580e745b440,Closed Lost,2133.48,2025-06-06,2025-11-05,false
OP-0003543,3c6cb065-fe9e-685c-8cc6-b9b9e3d1490b,Closed Won,1674.56,2024-08-07,2026-02-17,true
OP-0003544,5287750a-b85c-7177-534f-b1dffe1b43ba,Closed Lost,13217.74,2025-11-05,2026-02-18,false
OP-0003545,ab8245d5-78ab-ab57-8c4c-812b8191edbb,Closed Won,3568.47,2023-12-14,2024-08-21,true
OP-0003546,42c5e253-1edb-66ba-8b60-5fcbb1069fe0,Qualification,988.12,2025-06-07,,
OP-0003547,8650176e-5ccd-9ab8-a7c8-00e33c020e6a,Proposal,725.87,2025-01-10,,
OP-0003548,b0766cda-6001-d9a0-d792-ac83a98f7176,Qualification,715.97,2024-02-07,,
OP-0003549,27a551ed-4666-267d-39c1-29b8487bbcc7,Qualification,2204.93,2024-10-30,,
OP-0003550,d534cb60-73be-9109-8c63-9178895cb112,Closed Lost,4328.34,2023-06-14,2024-10-23,false
OP-0003551,c7d0420c-fb04-e897-d6f6-e999b83321b0,Closed Lost,9389.27,2025-08-22,2026-01-26,false
OP-0003552,2d9658fe-dec6-b30d-23e9-ffd02e9135e3,Negotiation,1064.78,2024-03-23,,
OP-0003553,d580ce6a-84f1-5a20-77e2-808c77149283,Closed Lost,7189.22,2025-03-24,2025-05-22,false
OP-0003554,81a7f184-95e0-52d9-280f-6bfc2e2aceeb,Closed Won,2150.57,2024-06-16,2025-10-27,true
OP-0003555,2de252f6-77c4-30bb-1649-82e6692ea2fb,Closed Won,1046.51,2023-07-31,2026-03-16,true
OP-0003556,e4daf085-8b24-c94d-44e0-28a46d22e352,Closed Lost,12676.08,2024-08-15,2025-12-22,false
OP-0003557,07e696b5-0b47-ba49-f9c5-9b2738ed4f2c,Negotiation,595.06,2025-06-22,,
OP-0003558,3cd184fa-6fd1-5b29-0c42-5212eba15c88,Closed Won,2324.20,2024-08-20,2025-09-10,true
OP-0003559,db27a033-aa43-05fd-c373-30459221aa79,Closed Won,10809.96,2026-01-20,2026-02-25,true
OP-0003560,c9158b8e-4436-fa2b-9926-daeb1f6df9fb,Closed Lost,3020.61,2026-04-20,2026-05-10,false
OP-0003561,fbcab478-7c6b-8b94-76d3-291e2cfb79f4,Closed Lost,1051.12,2026-03-03,2026-03-24,false
OP-0003562,1fd741cb-2019-5e94-e2e0-18b9df3f8ee4,Closed Lost,920.16,2024-10-24,2025-10-29,false
OP-0003563,ec377d78-aca9-8dc6-8372-ec8e854e8803,Closed Won,3775.03,2023-05-30,2024-12-04,true
OP-0003564,2d549d89-0329-3a51-79f6-023b84191bf0,Closed Won,560.11,2026-02-26,2026-03-09,true
OP-0003565,647f2fa1-054f-4fec-3bd8-39d08a8f1c4b,Closed Lost,3968.19,2026-03-28,2026-05-11,false
OP-0003566,fa9e08aa-06a4-3ae2-478f-7c6b5717cc42,Qualification,1548.52,2025-01-16,,
OP-0003567,8f9373f8-2d34-9bf4-ae48-d0dd95af5818,Closed Won,454.38,2025-06-04,2026-01-20,true
OP-0003568,2e203ff5-02a5-a8eb-3cc6-e1b56889af94,Closed Lost,387.00,2025-06-09,2025-10-28,false
OP-0003569,5576cce8-5818-de2b-5c1c-3c5a68d86682,Closed Won,1967.85,2023-10-30,2024-08-27,true
OP-0003570,0dbdb39c-29ce-2b30-3086-9a5fb76d325d,Negotiation,22977.44,2023-12-06,,
OP-0003571,8bcb870b-5db7-17c5-5ca0-478f7d044688,Closed Lost,3466.04,2025-02-10,2026-05-10,false
OP-0003572,5607bcce-8cf6-7915-1f80-0c64548c1c9b,Closed Lost,426.49,2023-08-03,2024-10-30,false
OP-0003573,3a41ec89-8210-3a2f-785b-72965383654f,Closed Lost,4308.88,2024-08-02,2025-04-15,false
OP-0003574,08734900-3e3b-70e9-6dd2-ce825c19540e,Closed Lost,2645.51,2025-06-26,2026-01-30,false
OP-0003575,b0022df6-ed8c-f223-5c2c-ec6df2685591,Closed Won,19782.07,2024-07-23,2024-08-24,true
OP-0003576,0c6a3d08-0622-6567-2f54-c5181bdad74d,Prospecting,1426.76,2025-09-26,,
OP-0003577,97422d07-3d57-96a1-3c64-622c838f746e,Proposal,7872.98,2026-03-12,,
OP-0003578,3465a388-010e-4bc4-6bce-8564d0d30b7d,Closed Lost,1326.52,2023-10-07,2024-07-12,false
OP-0003579,67443185-99f2-dec9-df7c-ff394e203eeb,Closed Won,3871.43,2026-02-14,2026-02-27,true
OP-0003580,d5e4227c-9d7b-96f4-2209-c9b094056bd1,Closed Lost,9609.07,2024-11-16,2025-06-25,false
OP-0003581,4a8b478b-6e55-d338-e121-025fa6b1996e,Closed Lost,936.60,2024-02-04,2025-02-19,false
OP-0003582,3d410b3d-c7fe-2a05-9f3f-7944b163204e,Closed Won,190.32,2023-06-14,2025-12-17,true
OP-0003583,4b869b7f-0e72-15b5-d08a-6a36b071607a,Closed Lost,7252.91,2025-07-17,2026-02-12,false
OP-0003584,f17a6adc-2221-ab6d-528d-83e4698e5463,Closed Lost,1087.44,2025-07-13,2026-03-03,false
OP-0003585,a2eee29c-42eb-398a-0b5e-db15d02cd902,Closed Won,3590.02,2024-03-29,2025-09-11,true
OP-0003586,9b57ea69-d517-3c63-3e72-db256e48eafe,Closed Lost,11797.02,2025-04-18,2025-10-22,false
OP-0003587,8f69bda6-c8a3-3cfd-7187-7413b67e6bb9,Negotiation,2404.52,2023-11-29,,
OP-0003588,91f344b0-0c2f-c6ee-476a-511ec6dce52a,Closed Lost,754.95,2026-04-23,2026-05-07,false
OP-0003589,0413088a-cd92-1193-2cc0-bd980c7dd844,Closed Lost,10685.73,2024-04-17,2025-07-01,false
OP-0003590,674d9e13-90cd-3b17-1568-d5f3b4a99766,Closed Lost,9738.06,2025-05-08,2026-04-23,false
OP-0003591,215b93dd-0fa8-645a-004a-baa9e95dc13e,Closed Won,4914.70,2023-11-23,2025-10-24,true
OP-0003592,490ffcd9-e988-1d22-fa46-6e51ab583b42,Closed Lost,31789.12,2023-06-30,2025-02-18,false
OP-0003593,b1279c87-17db-a192-903c-84dcddecbe12,Closed Lost,697.94,2026-03-11,2026-04-26,false
OP-0003594,ed04b4b5-e8c6-d9a6-90e1-834bc5778b4e,Closed Lost,916.09,2023-10-12,2025-01-07,false
OP-0003595,064375ce-2a53-fb83-d710-b8c1e29f62b1,Closed Lost,7393.19,2024-05-12,2024-06-15,false
OP-0003596,15ae0276-d137-fb1e-73f2-1eb28a0c124b,Closed Lost,20930.20,2025-08-23,2025-10-24,false
OP-0003597,79aefcc1-f360-3dab-6045-27df776b6c40,Closed Lost,910.05,2025-12-11,2026-03-19,false
OP-0003598,e19b2fca-8956-a4c4-fdb9-c103ce24ed37,Negotiation,3393.27,2026-01-04,,
OP-0003599,fa01d185-ef60-5084-861f-419ee4ca110d,Closed Lost,32004.03,2024-04-07,2025-06-11,false
OP-0003600,ce5cb6b0-6174-cd45-230b-3580e745b440,Closed Won,3543.30,2024-02-04,2024-02-15,true
OP-0003601,82b6241d-53e2-be93-3dd3-3a3c3a1e7d20,Closed Lost,8926.78,2024-08-07,2024-10-07,false
OP-0003602,2db6031f-48f7-916d-e2de-6a5de2910634,Closed Lost,6408.27,2023-09-30,2024-03-21,false
OP-0003603,93a9584d-233d-8f23-1cd5-bf90fa01926e,Closed Lost,1594.80,2026-04-22,2026-05-07,false
OP-0003604,0caa9ab5-2f90-d2f8-e411-cf698d1f5a3f,Closed Lost,2202.58,2023-11-25,2024-11-20,false
OP-0003605,47e4acd2-ba7a-aceb-9132-a59a2d421f96,Closed Lost,685.59,2025-10-14,2025-12-03,false
OP-0003606,2837c102-8a4d-fad3-1f1f-0b39445700a4,Prospecting,19980.46,2026-01-02,,
OP-0003607,fd5b1e24-d2cb-18ec-3ce4-f1d14f1477f3,Closed Won,129.41,2024-08-14,2024-11-01,true
OP-0003608,1d4d8a07-a607-b8c1-ed00-b2c6635c0fb3,Closed Lost,4267.20,2025-06-13,2025-11-29,false
OP-0003609,df720225-1a8e-dc48-6dc7-2306be806d0f,Closed Lost,427.35,2024-03-20,2024-05-11,false
OP-0003610,3b131d36-874f-43b4-6d61-3b87b9a9000e,Closed Lost,3177.43,2026-04-29,2026-05-09,false
OP-0003611,167ba2de-6de7-6fe0-6792-d3c5fdc7eb36,Closed Lost,697.92,2025-05-04,2025-08-24,false
OP-0003612,a1b537b9-4822-9bdd-7165-6f501f55566e,Closed Lost,2725.40,2024-09-14,2024-10-07,false
OP-0003613,5ae3876a-41c7-05dd-3844-d424df75a833,Closed Won,3030.01,2024-03-24,2024-12-15,true
OP-0003614,dbab21c1-d753-180c-f467-33dc371823ef,Prospecting,8147.41,2025-06-12,,
OP-0003615,a64c8985-f9f7-6a0c-1482-53a9c82f62d6,Closed Won,15166.56,2024-10-09,2025-05-05,true
OP-0003616,5720d71e-f2d9-2635-7842-72df42ad7a15,Qualification,1219.10,2026-04-10,,
OP-0003617,9c51afe4-355b-33ff-d9c2-292e8ea69053,Prospecting,610.93,2024-09-24,,
OP-0003618,3795f588-827a-5e71-2143-6c8f2af369f2,Closed Lost,18286.92,2026-04-27,2026-05-08,false
OP-0003619,725fd3bd-0c02-f6bf-c354-e82b3cec8e1b,Closed Won,5526.46,2025-04-07,2025-10-16,true
OP-0003620,a5c0c89d-fbad-6315-4c30-c70fa9806785,Closed Lost,699.27,2023-09-10,2025-08-30,false
OP-0003621,9b57ea69-d517-3c63-3e72-db256e48eafe,Closed Lost,18669.44,2024-10-03,2025-06-01,false
OP-0003622,27b0edbf-2a6c-475e-0e8b-d5ac865d7a2b,Closed Lost,777.70,2023-07-20,2025-05-28,false
OP-0003623,89cb4898-5ab9-1e73-6849-ea965bb161d1,Negotiation,1208.85,2024-05-30,,
OP-0003624,1d55f2f1-f778-6a30-0651-3239722b6346,Negotiation,12412.09,2024-08-14,,
OP-0003625,f94d87cb-f928-2bab-b02f-d1deaedfb8ff,Closed Lost,1954.38,2025-04-04,2025-10-21,false
OP-0003626,2eb4bf7c-1ab4-4b44-b4ae-9cd9bd4ee2ca,Closed Lost,38173.82,2023-11-30,2025-07-13,false
OP-0003627,8bcb870b-5db7-17c5-5ca0-478f7d044688,Closed Lost,2669.77,2025-05-10,2025-10-05,false
OP-0003628,5b96e6dc-0303-794d-d172-ea59b9959e79,Closed Lost,12820.10,2026-01-09,2026-03-19,false
OP-0003629,3bd5aa3c-4c97-bbc9-d3ff-db50f40f55ed,Closed Lost,3590.26,2023-07-04,2025-08-08,false
OP-0003630,f602167d-6202-6f5f-f61b-cf71039ccee5,Closed Lost,5146.42,2023-06-10,2024-03-24,false
OP-0003631,4210a4c6-7ad4-0c49-f97b-b88dfb1d31ce,Negotiation,1953.46,2025-01-07,,
OP-0003632,926edc44-2d3b-8a12-f6b3-eb737059f38c,Closed Won,7200.44,2023-07-26,2024-05-21,true
OP-0003633,dc694c14-37fe-7d1f-8af1-d58d5d2fca64,Closed Won,3996.49,2026-05-09,2026-05-11,true
OP-0003634,2728e7ef-c264-0648-44df-6d45bb3c422b,Closed Lost,5545.06,2023-11-17,2025-04-24,false
OP-0003635,41696cbd-d9b3-cdca-a11f-11766c810498,Closed Lost,1699.83,2026-04-14,2026-04-26,false
OP-0003636,827231a0-6a68-6ac9-2d4e-0187d9f5d424,Closed Lost,1489.97,2023-06-16,2025-10-21,false
OP-0003637,fea83fa3-894d-0e2c-754a-c617181046ac,Closed Lost,1077.52,2025-04-25,2025-05-12,false
OP-0003638,4254fa73-2d22-b1c2-0a3c-2df3c6e5743e,Closed Lost,2505.14,2025-06-16,2026-04-16,false
OP-0003639,847e536e-3965-b389-5158-01f9b5fbbe2f,Negotiation,2184.30,2023-12-26,,
OP-0003640,c1fcd500-d66c-ca2b-2e71-79ed05625e32,Closed Lost,654.99,2025-10-06,2025-11-11,false
OP-0003641,d1f3ff09-ac82-fcac-b517-edf0684bdc51,Closed Lost,3698.32,2025-01-23,2025-06-26,false
OP-0003642,a1b94964-e839-1c4f-ff02-d03c2609de2a,Closed Lost,17538.59,2024-07-02,2025-01-08,false
OP-0003643,3d528a1b-54cb-11e1-94eb-8180dd5647e6,Closed Lost,2383.64,2025-04-17,2025-12-27,false
OP-0003644,0e2592ba-317c-f36d-4942-594a690a139a,Closed Lost,5407.31,2024-12-15,2025-05-02,false
OP-0003645,27a551ed-4666-267d-39c1-29b8487bbcc7,Closed Lost,2403.37,2023-12-12,2026-01-12,false
OP-0003646,de437dd4-12ef-916b-401a-8c8368de9462,Closed Lost,2492.71,2024-10-02,2025-03-28,false
OP-0003647,babc95cb-9c13-9f24-32ca-b3eec0c20cb9,Prospecting,7233.77,2026-03-17,,
OP-0003648,67a32807-a05d-40ab-a022-120aa737a459,Closed Lost,17402.04,2025-07-29,2025-09-12,false
OP-0003649,b89fa63d-6957-010f-58e4-151debeed025,Proposal,2220.66,2024-09-07,,
OP-0003650,3c11a2c7-1e13-c76a-24ae-7f7cb11ee1a2,Closed Lost,8803.21,2024-12-31,2025-11-16,false
OP-0003651,ea48e63e-2291-8c88-368c-b5287d96a357,Closed Won,1997.20,2024-03-22,2024-12-06,true
OP-0003652,5b8c1f98-73f8-2879-4b44-cfa844fe06e4,Closed Lost,540.44,2024-10-02,2025-02-11,false
OP-0003653,aa61d65f-16cb-f231-7b27-afbfac7758ce,Closed Lost,1507.01,2025-11-11,2026-04-09,false
OP-0003654,e0404242-12cc-df1b-9dc1-beeb5393fd2e,Closed Lost,39202.05,2025-04-08,2025-11-12,false
OP-0003655,70f61cdd-fba8-e44e-57f8-dc57e4934615,Closed Lost,52628.04,2024-10-26,2026-02-12,false
OP-0003656,54deabe0-bc51-c165-721b-3c316f39f490,Closed Lost,1829.89,2023-12-27,2025-06-15,false
OP-0003657,3429a857-b3f0-9e0a-5e10-929e472c2d8c,Closed Lost,15623.86,2025-01-16,2025-04-12,false
OP-0003658,24262f9e-ba1e-ba46-78cc-b47d90f3fb4c,Closed Lost,892.54,2025-12-10,2026-01-04,false
OP-0003659,7c144b8b-c4ee-485f-c227-c67e3ddfe881,Qualification,46705.15,2023-12-28,,
OP-0003660,f90ada9e-fcb2-cd65-624d-aa78a9b010f7,Proposal,1348.18,2023-06-27,,
OP-0003661,8df856cc-2ac8-2df4-281a-ce24bfb8adea,Qualification,1759.14,2024-04-29,,
OP-0003662,a4389768-ac1f-b2a6-ae9b-7ddd054fd756,Closed Won,5420.84,2024-04-08,2024-10-31,true
OP-0003663,252af079-df76-f081-6a51-89ca08429b79,Proposal,2930.71,2023-09-29,,
OP-0003664,8531f8f5-13df-828e-694d-514b7167f9ae,Prospecting,3198.78,2024-03-26,,
OP-0003665,3a49065e-f320-c6b6-7746-ff617d5195e1,Negotiation,266.86,2025-02-16,,
OP-0003666,9fbf8418-4073-18df-eba4-f5ca9471e859,Qualification,1777.94,2024-04-21,,
OP-0003667,fe499d81-e784-eeed-c70b-196273fa80d0,Closed Lost,15388.16,2025-04-09,2025-07-27,false
OP-0003668,35b4e980-6d95-63f7-ed15-43d96a4b6af7,Proposal,495.36,2025-12-17,,
OP-0003669,78353f3d-4504-eb8f-bdae-84fac0d526b7,Closed Won,52836.18,2024-02-02,2024-04-28,true
OP-0003670,b29f89e0-dc95-5c6c-360d-11efdd612327,Qualification,768.36,2023-09-16,,
OP-0003671,83cf1e30-17dd-5f8e-4a9a-1c42a8c80751,Negotiation,14261.65,2026-01-18,,
OP-0003672,482dbaf7-e8d6-199e-664c-570993ee034c,Closed Lost,708.20,2024-02-11,2024-06-19,false
OP-0003673,106a124d-7a70-4953-bb63-0f6e5f3fd116,Closed Lost,3160.32,2025-11-12,2026-03-13,false
OP-0003674,19a9fe37-beb4-b020-477f-940ed5ec625f,Closed Lost,548.20,2025-07-28,2025-11-04,false
OP-0003675,8614838f-06ab-2ffb-60fa-19aab3430bd4,Closed Lost,3669.33,2025-02-23,2025-05-13,false
OP-0003676,d580ce6a-84f1-5a20-77e2-808c77149283,Closed Won,9025.39,2024-11-24,2025-10-03,true
OP-0003677,cc7e7e51-7a08-f906-2597-970a45258889,Closed Won,4580.58,2023-12-21,2026-05-03,true
OP-0003678,3e73d045-d568-2fd9-3a65-04df9de03b48,Qualification,2548.83,2024-07-11,,
OP-0003679,490c7b72-1107-83fe-1a6b-3793178d1712,Negotiation,10205.39,2024-01-10,,
OP-0003680,2987fa51-341c-d145-358d-077a0d0071d3,Closed Lost,930.48,2024-09-28,2026-03-09,false
OP-0003681,4edec098-8547-b9e7-36b3-9713404973ee,Closed Won,2790.15,2025-08-17,2026-04-17,true
OP-0003682,fd00e4c9-23a2-faee-d42c-3dccf78c1fba,Closed Lost,367.56,2023-10-30,2025-07-15,false
OP-0003683,830fb9bf-ba1d-527c-aec8-ac2919b85f3b,Qualification,2700.85,2025-11-12,,
OP-0003684,37d5186b-1726-36dc-d5c2-fba8d135592f,Qualification,542.61,2024-02-22,,
OP-0003685,fe7def63-dd0b-63b1-4351-704f4d798614,Closed Won,1279.29,2025-08-24,2025-12-20,true
OP-0003686,a61509d3-1691-58c6-40e9-6476ee30f2a3,Closed Lost,3332.72,2024-08-14,2025-01-24,false
OP-0003687,3dd23e37-7e5c-e0e4-2692-6b3c2bcfcbb3,Closed Lost,7147.20,2023-12-03,2025-02-15,false
OP-0003688,0e0a76c3-430b-b338-2ac7-2dede81dc328,Closed Lost,10359.96,2024-02-27,2024-10-08,false
OP-0003689,98b85830-54c0-1fa6-b5f7-7248187ce6ea,Closed Lost,8201.17,2023-06-24,2024-12-22,false
OP-0003690,0235c1f2-88ec-f240-a927-4f0e424e2cea,Closed Lost,26336.96,2024-04-16,2024-07-15,false
OP-0003691,23b34e31-290b-dac0-1610-0df81532137f,Closed Won,343.76,2023-10-06,2026-02-27,true
OP-0003692,f2e11b50-083c-f348-2d22-d45d8d1b6c3a,Prospecting,1253.90,2025-09-02,,
OP-0003693,e7513144-16bf-d5de-e8ef-b5d935a9572e,Closed Lost,32157.07,2025-03-15,2026-02-05,false
OP-0003694,890f2bec-cdcc-419c-a369-a87df5d6a4ce,Closed Lost,1102.46,2026-04-16,2026-05-06,false
OP-0003695,2e109134-98bb-c2da-37c4-07f92b823411,Closed Won,12194.47,2024-10-01,2025-04-05,true
OP-0003696,01f4a50e-084e-e8de-60ac-e453f9ad8271,Closed Lost,2246.49,2026-03-08,2026-05-08,false
